net_id,net_type,stage,species_id,original_id,trophic_level,trophic_class,biomass,bodysize,metabolism,t_val,community
1,metaweb,creation,37,37,2.0,intermediate,0.6981909488453497,10.0,0.1765751761097696,5000,turkiye
1,metaweb,creation,38,38,2.0,intermediate,0.4379198385005061,10.0,0.1765751761097696,5000,turkiye
1,metaweb,creation,39,39,2.0,intermediate,0.23899999853416187,10.0,0.1765751761097696,5000,turkiye
1,metaweb,creation,40,40,2.0,intermediate,0.4893652855562395,10.0,0.1765751761097696,5000,turkiye
1,metaweb,creation,41,41,2.0,intermediate,0.19115363655019457,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,1,1,3.0,top,0.9344466846038446,100.0,0.09929551852928711,5000,turkiye
1,down_niche_empiricalbm,creation,2,2,3.241666666666667,top,0.2678156405609461,174.44826989992558,0.08639984858984918,5000,turkiye
1,down_niche_empiricalbm,creation,3,3,3.1333333333333333,intermediate,0.7089501762298568,135.93563908785256,0.09195943932923242,5000,turkiye
1,down_niche_empiricalbm,creation,4,4,2.618181818181818,intermediate,0.964894475578334,41.51278002752295,0.1237041283627914,5000,turkiye
1,down_niche_empiricalbm,creation,5,5,3.0000000000000004,top,0.2557185801898193,100.0000000000001,0.09929551852928709,5000,turkiye
1,down_niche_empiricalbm,creation,6,6,2.0,top,0.3284407758351955,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,7,7,2.0000000000000004,intermediate,0.4245257179675179,10.00000000000001,0.17657517610976958,5000,turkiye
1,down_niche_empiricalbm,creation,8,8,2.0000000000000004,top,0.4479481541940228,10.00000000000001,0.17657517610976958,5000,turkiye
1,down_niche_empiricalbm,creation,9,9,1.9999999999999998,intermediate,0.022304521254166043,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche_empiricalbm,creation,10,10,1.9999999999999998,intermediate,0.5816062828028603,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche_empiricalbm,creation,11,11,1.9999999999999998,intermediate,0.5472724843051063,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche_empiricalbm,creation,12,12,1.9999999999999998,intermediate,0.5031216588815733,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche_empiricalbm,creation,13,13,1.9999999999999998,top,0.3348377279405679,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche_empiricalbm,creation,14,14,1.9999999999999998,intermediate,0.3315263077198288,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche_empiricalbm,creation,15,15,1.9999999999999998,intermediate,0.5332457671277491,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche_empiricalbm,creation,16,16,1.9999999999999996,intermediate,0.4119133344646885,9.99999999999999,0.17657517610976964,5000,turkiye
1,down_niche_empiricalbm,creation,17,17,2.0,intermediate,0.9654657822789632,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,18,18,2.0000000000000004,intermediate,0.20997331182926104,10.00000000000001,0.17657517610976958,5000,turkiye
1,down_niche_empiricalbm,creation,19,19,2.0,intermediate,0.2365648248839186,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,20,20,2.0,intermediate,0.06972144418326587,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,21,21,2.0000000000000004,intermediate,0.1296947019457828,10.00000000000001,0.17657517610976958,5000,turkiye
1,down_niche_empiricalbm,creation,22,22,1.9999999999999998,top,0.9613679937023077,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche_empiricalbm,creation,23,23,3.0000000000000004,top,0.9631281279326657,100.0000000000001,0.09929551852928709,5000,turkiye
1,down_niche_empiricalbm,creation,24,24,2.875,top,0.24869697655311374,74.98942093324558,0.10670374152879637,5000,turkiye
1,down_niche_empiricalbm,creation,25,25,2.8000000000000003,intermediate,0.9202178651120181,63.095734448019364,0.11141140421934267,5000,turkiye
1,down_niche_empiricalbm,creation,26,26,1.0,basal,0.594947726843434,1.0,0.0,5000,turkiye
1,down_niche_empiricalbm,creation,27,27,1.0,basal,0.4212822943490543,1.0,0.0,5000,turkiye
1,down_niche_empiricalbm,creation,28,28,1.0,basal,0.9120267833907039,1.0,0.0,5000,turkiye
1,down_niche_empiricalbm,creation,29,29,1.0,basal,0.5953629843788858,1.0,0.0,5000,turkiye
1,down_niche_empiricalbm,creation,30,30,1.0,basal,0.4925991392940422,1.0,0.0,5000,turkiye
1,down_niche_empiricalbm,creation,31,31,1.0,basal,0.7840548021638418,1.0,0.0,5000,turkiye
1,down_niche_empiricalbm,creation,32,32,1.0,basal,0.4107668537739376,1.0,0.0,5000,turkiye
1,down_niche_empiricalbm,creation,33,33,1.0,basal,0.5033390899011104,1.0,0.0,5000,turkiye
1,down_niche_empiricalbm,creation,34,34,2.0,intermediate,0.9122925745417432,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,35,35,2.0,top,0.9356446039333999,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,36,36,2.0,intermediate,0.4116247706331049,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,37,37,2.0,top,0.6981909488453497,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,38,38,2.0,top,0.4379198385005061,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,39,39,2.0,top,0.23899999853416187,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,40,40,2.0,top,0.4893652855562395,10.0,0.1765751761097696,5000,turkiye
1,down_niche_empiricalbm,creation,41,41,2.0,intermediate,0.19115363655019457,10.0,0.1765751761097696,5000,turkiye
1,niche,creation,1,1,4.062810975911528,top,0.9344466846038446,1155.6091607090339,0.05385510836484646,5000,turkiye
1,niche,creation,2,2,3.633333333333333,top,0.2678156405609461,429.86623470822724,0.06895985104645071,5000,turkiye
1,niche,creation,3,3,3.3777777777777787,top,0.7089501762298568,238.65897868585859,0.07988867232099159,5000,turkiye
1,niche,creation,4,4,3.1515151515151514,top,0.964894475578334,141.74741629268047,0.09100198387476875,5000,turkiye
1,niche,creation,5,5,4.059481588370477,top,0.2557185801898193,1146.7839032409988,0.0539584233199723,5000,turkiye
1,niche,creation,6,6,3.125,intermediate,0.3284407758351955,133.3521432163324,0.09240163333297144,5000,turkiye
1,niche,creation,7,7,3.6333333333333333,intermediate,0.4245257179675179,429.86623470822764,0.0689598510464507,5000,turkiye
1,niche,creation,8,8,3.493424036281178,intermediate,0.4479481541940228,311.4756037229712,0.07474353586392904,5000,turkiye
1,niche,creation,9,9,1.0,basal,0.022304521254166043,1.0,0.0,5000,turkiye
1,niche,creation,10,10,3.299823633156967,intermediate,0.5816062828028603,199.44522041178496,0.08355524938675071,5000,turkiye
1,niche,creation,11,11,3.554652695293284,intermediate,0.5472724843051063,358.63501999977257,0.07215500718161408,5000,turkiye
1,niche,creation,12,12,3.0,intermediate,0.5031216588815733,100.0,0.09929551852928711,5000,turkiye
1,niche,creation,13,13,2.0,intermediate,0.3348377279405679,10.0,0.1765751761097696,5000,turkiye
1,niche,creation,14,14,4.388888888888889,intermediate,0.3315263077198288,2448.4367468222295,0.044638277308369265,5000,turkiye
1,niche,creation,15,15,3.459544385655497,intermediate,0.5332457671277491,288.1007478731525,0.07621554362086451,5000,turkiye
1,niche,creation,16,16,4.115123456790124,intermediate,0.4119133344646885,1303.5372820245889,0.05225751860807328,5000,turkiye
1,niche,creation,17,17,2.0,intermediate,0.9654657822789632,10.0,0.1765751761097696,5000,turkiye
1,niche,creation,18,18,3.25,intermediate,0.20997331182926104,177.82794100389228,0.08598637651590095,5000,turkiye
1,niche,creation,19,19,3.2962962962962967,intermediate,0.2365648248839186,197.83188827841664,0.08372508054270694,5000,turkiye
1,niche,creation,20,20,4.388888888888889,intermediate,0.06972144418326587,2448.4367468222295,0.044638277308369265,5000,turkiye
1,niche,creation,21,21,1.0,basal,0.1296947019457828,1.0,0.0,5000,turkiye
1,niche,creation,22,22,3.3777777777777787,intermediate,0.9613679937023077,238.65897868585859,0.07988867232099159,5000,turkiye
1,niche,creation,23,23,3.3777777777777787,intermediate,0.9631281279326657,238.65897868585859,0.07988867232099159,5000,turkiye
1,niche,creation,24,24,1.0,basal,0.24869697655311374,1.0,0.0,5000,turkiye
1,niche,creation,25,25,3.3095238095238084,intermediate,0.9202178651120181,203.95004690050516,0.08308998789381099,5000,turkiye
1,niche,creation,26,26,1.0,basal,0.594947726843434,1.0,0.0,5000,turkiye
1,niche,creation,27,27,3.3888888888888884,intermediate,0.4212822943490543,244.84367468222243,0.07937932943708076,5000,turkiye
1,niche,creation,28,28,1.0,basal,0.9120267833907039,1.0,0.0,5000,turkiye
1,niche,creation,29,29,3.0,intermediate,0.5953629843788858,100.0,0.09929551852928711,5000,turkiye
1,niche,creation,30,30,2.0,intermediate,0.4925991392940422,10.0,0.1765751761097696,5000,turkiye
1,niche,creation,31,31,2.4999999999999996,intermediate,0.7840548021638418,31.62277660168376,0.13241270207657485,5000,turkiye
1,niche,creation,32,32,3.5,intermediate,0.4107668537739376,316.22776601683796,0.07446113435777597,5000,turkiye
1,niche,creation,33,33,2.6666666666666665,intermediate,0.5033390899011104,46.41588833612777,0.12029926707609885,5000,turkiye
1,niche,creation,34,34,3.0,intermediate,0.9122925745417432,100.0,0.09929551852928711,5000,turkiye
1,niche,creation,35,35,1.5,intermediate,0.9356446039333999,3.1622776601683795,0.23546678173039112,5000,turkiye
1,niche,creation,36,36,2.5,intermediate,0.4116247706331049,31.622776601683793,0.13241270207657482,5000,turkiye
1,niche,creation,37,37,0.5,intermediate,0.6981909488453497,0.31622776601683794,0.41872572969928373,5000,turkiye
1,niche,creation,38,38,2.5,intermediate,0.4379198385005061,31.622776601683793,0.13241270207657482,5000,turkiye
1,niche,creation,39,39,2.0,intermediate,0.23899999853416187,10.0,0.1765751761097696,5000,turkiye
1,niche,creation,40,40,1.0,basal,0.4893652855562395,1.0,0.0,5000,turkiye
1,niche,creation,41,41,1.0,basal,0.19115363655019457,1.0,0.0,5000,turkiye
1,down_niche,creation,1,1,3.0,top,0.9344466846038446,100.0,0.09929551852928711,5000,turkiye
1,down_niche,creation,2,2,3.241666666666667,top,0.2678156405609461,174.44826989992558,0.08639984858984918,5000,turkiye
1,down_niche,creation,3,3,3.1333333333333333,intermediate,0.7089501762298568,135.93563908785256,0.09195943932923242,5000,turkiye
1,down_niche,creation,4,4,2.618181818181818,intermediate,0.964894475578334,41.51278002752295,0.1237041283627914,5000,turkiye
1,down_niche,creation,5,5,3.0000000000000004,top,0.2557185801898193,100.0000000000001,0.09929551852928709,5000,turkiye
1,down_niche,creation,6,6,2.0,top,0.3284407758351955,10.0,0.1765751761097696,5000,turkiye
1,down_niche,creation,7,7,2.0000000000000004,intermediate,0.4245257179675179,10.00000000000001,0.17657517610976958,5000,turkiye
1,down_niche,creation,8,8,2.0000000000000004,top,0.4479481541940228,10.00000000000001,0.17657517610976958,5000,turkiye
1,down_niche,creation,9,9,1.9999999999999998,intermediate,0.022304521254166043,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche,creation,10,10,1.9999999999999998,intermediate,0.5816062828028603,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche,creation,11,11,1.9999999999999998,intermediate,0.5472724843051063,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche,creation,12,12,1.9999999999999998,intermediate,0.5031216588815733,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche,creation,13,13,1.9999999999999998,top,0.3348377279405679,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche,creation,14,14,1.9999999999999998,intermediate,0.3315263077198288,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche,creation,15,15,1.9999999999999998,intermediate,0.5332457671277491,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche,creation,16,16,1.9999999999999996,intermediate,0.4119133344646885,9.99999999999999,0.17657517610976964,5000,turkiye
1,down_niche,creation,17,17,2.0,intermediate,0.9654657822789632,10.0,0.1765751761097696,5000,turkiye
1,down_niche,creation,18,18,2.0000000000000004,intermediate,0.20997331182926104,10.00000000000001,0.17657517610976958,5000,turkiye
1,down_niche,creation,19,19,2.0,intermediate,0.2365648248839186,10.0,0.1765751761097696,5000,turkiye
1,down_niche,creation,20,20,2.0,intermediate,0.06972144418326587,10.0,0.1765751761097696,5000,turkiye
1,down_niche,creation,21,21,2.0000000000000004,intermediate,0.1296947019457828,10.00000000000001,0.17657517610976958,5000,turkiye
1,down_niche,creation,22,22,1.9999999999999998,top,0.9613679937023077,9.999999999999995,0.17657517610976964,5000,turkiye
1,down_niche,creation,23,23,3.0000000000000004,top,0.9631281279326657,100.0000000000001,0.09929551852928709,5000,turkiye
1,down_niche,creation,24,24,2.875,top,0.24869697655311374,74.98942093324558,0.10670374152879637,5000,turkiye
1,down_niche,creation,25,25,2.8000000000000003,intermediate,0.9202178651120181,63.095734448019364,0.11141140421934267,5000,turkiye
1,down_niche,creation,26,26,1.0,basal,0.594947726843434,1.0,0.0,5000,turkiye
1,down_niche,creation,27,27,1.0,basal,0.4212822943490543,1.0,0.0,5000,turkiye
1,down_niche,creation,28,28,1.0,basal,0.9120267833907039,1.0,0.0,5000,turkiye
1,down_niche,creation,29,29,1.0,basal,0.5953629843788858,1.0,0.0,5000,turkiye
1,down_niche,creation,30,30,1.0,basal,0.4925991392940422,1.0,0.0,5000,turkiye
1,down_niche,creation,31,31,1.0,basal,0.7840548021638418,1.0,0.0,5000,turkiye
1,down_niche,creation,32,32,1.0,basal,0.4107668537739376,1.0,0.0,5000,turkiye
1,down_niche,creation,33,33,1.0,basal,0.5033390899011104,1.0,0.0,5000,turkiye
1,down_niche,creation,34,34,2.0,intermediate,0.9122925745417432,10.0,0.1765751761097696,5000,turkiye
1,down_niche,creation,35,35,2.0,top,0.9356446039333999,10.0,0.1765751761097696,5000,turkiye
1,down_niche,creation,36,36,2.0,intermediate,0.4116247706331049,10.0,0.1765751761097696,5000,turkiye
1,down_niche,creation,37,37,2.0,top,0.6981909488453497,10.0,0.1765751761097696,5000,turkiye
1,down_niche,creation,38,38,2.0,top,0.4379198385005061,10.0,0.1765751761097696,5000,turkiye
1,down_niche,creation,39,39,2.0,top,0.23899999853416187,10.0,0.1765751761097696,5000,turkiye
1,down_niche,creation,40,40,2.0,top,0.4893652855562395,10.0,0.1765751761097696,5000,turkiye
1,down_niche,creation,41,41,2.0,intermediate,0.19115363655019457,10.0,0.1765751761097696,5000,turkiye
1,atn_empiricalbm,creation,1,1,2.6333333333333337,top,0.9344466846038446,42.986623470822806,0.12262988323525431,5000,turkiye
1,atn_empiricalbm,creation,2,2,2.595238095238095,top,0.2678156405609461,39.376589235643834,0.12534878371430452,5000,turkiye
1,atn_empiricalbm,creation,3,3,2.75,top,0.7089501762298568,56.23413251903491,0.11466467595801905,5000,turkiye
1,atn_empiricalbm,creation,4,4,2.7222222222222223,top,0.964894475578334,52.749970637026195,0.11651292161207809,5000,turkiye
1,atn_empiricalbm,creation,5,5,2.5,top,0.2557185801898193,31.622776601683793,0.13241270207657482,5000,turkiye
1,atn_empiricalbm,creation,6,6,2.75,top,0.3284407758351955,56.23413251903491,0.11466467595801905,5000,turkiye
1,atn_empiricalbm,creation,7,7,2.6333333333333337,top,0.4245257179675179,42.986623470822806,0.12262988323525431,5000,turkiye
1,atn_empiricalbm,creation,8,8,2.595238095238095,top,0.4479481541940228,39.376589235643834,0.12534878371430452,5000,turkiye
1,atn_empiricalbm,creation,9,9,2.595238095238095,top,0.022304521254166043,39.376589235643834,0.12534878371430452,5000,turkiye
1,atn_empiricalbm,creation,10,10,2.6333333333333337,top,0.5816062828028603,42.986623470822806,0.12262988323525431,5000,turkiye
1,atn_empiricalbm,creation,11,11,2.5,top,0.5472724843051063,31.622776601683793,0.13241270207657482,5000,turkiye
1,atn_empiricalbm,creation,12,12,2.4999999999999996,top,0.5031216588815733,31.62277660168376,0.13241270207657485,5000,turkiye
1,atn_empiricalbm,creation,13,13,2.3333333333333335,top,0.3348377279405679,21.544346900318846,0.14574588937544125,5000,turkiye
1,atn_empiricalbm,creation,14,14,2.3333333333333335,top,0.3315263077198288,21.544346900318846,0.14574588937544125,5000,turkiye
1,atn_empiricalbm,creation,15,15,2.1666666666666665,intermediate,0.5332457671277491,14.67799267622069,0.16042165091951754,5000,turkiye
1,atn_empiricalbm,creation,16,16,2.4999999999999996,top,0.4119133344646885,31.62277660168376,0.13241270207657485,5000,turkiye
1,atn_empiricalbm,creation,17,17,2.1666666666666665,intermediate,0.9654657822789632,14.67799267622069,0.16042165091951754,5000,turkiye
1,atn_empiricalbm,creation,18,18,2.6333333333333337,top,0.20997331182926104,42.986623470822806,0.12262988323525431,5000,turkiye
1,atn_empiricalbm,creation,19,19,2.6333333333333337,top,0.2365648248839186,42.986623470822806,0.12262988323525431,5000,turkiye
1,atn_empiricalbm,creation,20,20,2.4999999999999996,top,0.06972144418326587,31.62277660168376,0.13241270207657485,5000,turkiye
1,atn_empiricalbm,creation,21,21,2.3333333333333335,top,0.1296947019457828,21.544346900318846,0.14574588937544125,5000,turkiye
1,atn_empiricalbm,creation,22,22,2.25,intermediate,0.9613679937023077,17.78279410038923,0.15290780290208103,5000,turkiye
1,atn_empiricalbm,creation,23,23,2.6875,top,0.9631281279326657,48.69675251658631,0.11886517882672099,5000,turkiye
1,atn_empiricalbm,creation,24,24,2.6333333333333337,top,0.24869697655311374,42.986623470822806,0.12262988323525431,5000,turkiye
1,atn_empiricalbm,creation,25,25,2.595238095238095,top,0.9202178651120181,39.376589235643834,0.12534878371430452,5000,turkiye
1,atn_empiricalbm,creation,26,26,1.0,basal,0.594947726843434,1.0,0.0,5000,turkiye
1,atn_empiricalbm,creation,27,27,1.0,basal,0.4212822943490543,1.0,0.0,5000,turkiye
1,atn_empiricalbm,creation,28,28,1.0,basal,0.9120267833907039,1.0,0.0,5000,turkiye
1,atn_empiricalbm,creation,29,29,1.0,basal,0.5953629843788858,1.0,0.0,5000,turkiye
1,atn_empiricalbm,creation,30,30,1.0,basal,0.4925991392940422,1.0,0.0,5000,turkiye
1,atn_empiricalbm,creation,31,31,1.0,basal,0.7840548021638418,1.0,0.0,5000,turkiye
1,atn_empiricalbm,creation,32,32,1.0,basal,0.4107668537739376,1.0,0.0,5000,turkiye
1,atn_empiricalbm,creation,33,33,1.0,isolated,0.5033390899011104,1.0,0.0,5000,turkiye
1,atn_empiricalbm,creation,34,34,1.0,basal,0.9122925745417432,1.0,0.0,5000,turkiye
1,atn_empiricalbm,creation,35,35,1.0,basal,0.9356446039333999,1.0,0.0,5000,turkiye
1,atn_empiricalbm,creation,36,36,1.0,basal,0.4116247706331049,1.0,0.0,5000,turkiye
1,atn_empiricalbm,creation,37,37,2.0,intermediate,0.6981909488453497,10.0,0.1765751761097696,5000,turkiye
1,atn_empiricalbm,creation,38,38,2.0,intermediate,0.4379198385005061,10.0,0.1765751761097696,5000,turkiye
1,atn_empiricalbm,creation,39,39,2.0,intermediate,0.23899999853416187,10.0,0.1765751761097696,5000,turkiye
1,atn_empiricalbm,creation,40,40,2.1666666666666665,intermediate,0.4893652855562395,14.67799267622069,0.16042165091951754,5000,turkiye
1,atn_empiricalbm,creation,41,41,2.333333333333333,top,0.19115363655019457,21.54434690031882,0.14574588937544128,5000,turkiye
1,metaweb_empiricalbm,creation,1,1,3.0365353037766827,intermediate,0.9344466846038446,108.77655584448556,0.09722900068770067,5000,turkiye
1,metaweb_empiricalbm,creation,2,2,3.0365353037766827,intermediate,0.2678156405609461,108.77655584448556,0.09722900068770067,5000,turkiye
1,metaweb_empiricalbm,creation,3,3,3.0365353037766827,intermediate,0.7089501762298568,108.77655584448556,0.09722900068770067,5000,turkiye
1,metaweb_empiricalbm,creation,4,4,2.869868637110016,intermediate,0.964894475578334,74.10860479628846,0.10701939433362918,5000,turkiye
1,metaweb_empiricalbm,creation,5,5,2.583333333333332,intermediate,0.2557185801898193,38.311868495572774,0.126210740475515,5000,turkiye
1,metaweb_empiricalbm,creation,6,6,2.0,top,0.3284407758351955,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,7,7,2.0,intermediate,0.4245257179675179,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,8,8,2.0,top,0.4479481541940228,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,9,9,2.0,intermediate,0.022304521254166043,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,10,10,2.0,intermediate,0.5816062828028603,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,11,11,2.0,intermediate,0.5472724843051063,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,12,12,2.0,intermediate,0.5031216588815733,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,13,13,2.0,intermediate,0.3348377279405679,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,14,14,2.0,intermediate,0.3315263077198288,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,15,15,2.0,intermediate,0.5332457671277491,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,16,16,2.0,intermediate,0.4119133344646885,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,17,17,2.0,intermediate,0.9654657822789632,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,18,18,2.0,intermediate,0.20997331182926104,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,19,19,2.0,intermediate,0.2365648248839186,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,20,20,2.0,intermediate,0.06972144418326587,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,21,21,2.0,intermediate,0.1296947019457828,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,22,22,2.0,intermediate,0.9613679937023077,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,23,23,3.0,intermediate,0.9631281279326657,100.0,0.09929551852928711,5000,turkiye
1,metaweb_empiricalbm,creation,24,24,2.602216748768474,intermediate,0.24869697655311374,40.014440499802795,0.12484623817854577,5000,turkiye
1,metaweb_empiricalbm,creation,25,25,2.6022167487684746,intermediate,0.9202178651120181,40.01444049980284,0.12484623817854575,5000,turkiye
1,metaweb_empiricalbm,creation,26,26,1.0,basal,0.594947726843434,1.0,0.0,5000,turkiye
1,metaweb_empiricalbm,creation,27,27,1.0,basal,0.4212822943490543,1.0,0.0,5000,turkiye
1,metaweb_empiricalbm,creation,28,28,1.0,basal,0.9120267833907039,1.0,0.0,5000,turkiye
1,metaweb_empiricalbm,creation,29,29,1.0,basal,0.5953629843788858,1.0,0.0,5000,turkiye
1,metaweb_empiricalbm,creation,30,30,1.0,basal,0.4925991392940422,1.0,0.0,5000,turkiye
1,metaweb_empiricalbm,creation,31,31,1.0,basal,0.7840548021638418,1.0,0.0,5000,turkiye
1,metaweb_empiricalbm,creation,32,32,1.0,basal,0.4107668537739376,1.0,0.0,5000,turkiye
1,metaweb_empiricalbm,creation,33,33,1.0,basal,0.5033390899011104,1.0,0.0,5000,turkiye
1,metaweb_empiricalbm,creation,34,34,2.0,intermediate,0.9122925745417432,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,35,35,2.0,intermediate,0.9356446039333999,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,36,36,2.0,intermediate,0.4116247706331049,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,37,37,2.0,intermediate,0.6981909488453497,10.0,0.1765751761097696,5000,turkiye
1,metaweb_empiricalbm,creation,38,38,2.0,intermediate,0.4379198385005061,10.0,0.1765751761097696,5000,turkiye
